City,State,Speed,Company,Cord,Code,Longitude,Latitude
Araputanga,MT,30.36,VIVO,"[-58.3425, -15.4665]",5101258,-58.3425,-15.4665
Arapuá,MG,57.09,VIVO,"[-46.1475, -19.0395]",3103801,-46.1475,-19.0395
Arapuã,PR,22.99,TIM,"[-51.7905, -24.3045]",4101655,-51.7905,-24.3045
Araquari,SC,93.17,CLARO,"[-48.7125, -26.5455]",4201307,-48.7125,-26.5455
Arara,PB,26.24,VIVO,"[-35.7615, -6.8355]",2500908,-35.7615,-6.8355
Araranguá,SC,58.56,VIVO,"[-49.5135, -28.9575]",4201406,-49.5135,-28.9575
Araraquara,SP,169.85,TIM,"[-48.1815, -21.7845]",3503208,-48.1815,-21.7845
Araras,SP,58.21,VIVO,"[-47.3175, -22.3515]",3503307,-47.3175,-22.3515
Ararendá,CE,27.15,CLARO,"[-40.8285, -4.7475]",2301257,-40.8285,-4.7475
Arari,MA,22.57,CLARO,"[-44.7705, -3.4515]",2101004,-44.7705,-3.4515
Araricá,RS,65.16,VIVO,"[-50.9265, -29.6055]",4300877,-50.9265,-29.6055
Araripe,CE,39.34,CLARO,"[-40.1265, -7.2135]",2301307,-40.1265,-7.2135
Araripina,PE,49.24,CLARO,"[-40.5135, -7.5825]",2601102,-40.5135,-7.5825
Araruama,RJ,106.44,VIVO,"[-42.3405, -22.8735]",3300209,-42.3405,-22.8735
Araruna,PB,61.45,CLARO,"[-35.7435, -6.5385]",2501005,-35.7435,-6.5385
Araruna,PR,42.44,VIVO,"[-52.5015, -23.9265]",4101705,-52.5015,-23.9265
Arataca,BA,28.89,CLARO,"[-39.4155, -15.2685]",2902252,-39.4155,-15.2685
Aratiba,RS,24.17,CLARO,"[-52.3035, -27.3915]",4300901,-52.3035,-27.3915
Aratuba,CE,20.69,TIM,"[-39.0465, -4.4145]",2301406,-39.0465,-4.4145
Aratuípe,BA,15.99,CLARO,"[-39.0015, -13.0725]",2902302,-39.0015,-13.0725
Araucária,PR,202.185,TIM,"[-49.4055, -25.5735]",4101804,-49.4055,-25.5735
Arauá,SE,35.5,VIVO,"[-37.6155, -11.2635]",2800407,-37.6155,-11.2635
Araxá,MG,59.87,CLARO,"[-46.9485, -19.6425]",3104007,-46.9485,-19.6425
Araçagi,PB,57.08,VIVO,"[-35.3745, -6.8535]",2500809,-35.3745,-6.8535
Araçariguama,SP,54.11,VIVO,"[-47.0565, -23.4495]",3502754,-47.0565,-23.4495
Araças,BA,17.17,CLARO,"[-38.2095, -12.2265]",2902054,-38.2095,-12.2265
Araçatuba,SP,48.66,CLARO,"[-50.4405, -21.1725]",3502804,-50.4405,-21.1725
Araçaí,MG,96.81,CLARO,"[-44.2485, -19.2015]",3103207,-44.2485,-19.2015
Araçoiaba,PE,47.06,CLARO,"[-35.0955, -7.7895]",2601052,-35.0955,-7.7895
Araçoiaba da Serra,SP,50.59,VIVO,"[-47.5515, -23.5125]",3502903,-47.5515,-23.5125
Araçu,GO,65.3,CLARO,"[-49.6755, -16.3575]",5201603,-49.6755,-16.3575
Araçuaí,MG,56.42,CLARO,"[-42.0615, -16.8435]",3103405,-42.0615,-16.8435
Araújos,MG,65.05,CLARO,"[-45.1665, -19.9485]",3103900,-45.1665,-19.9485
Arceburgo,MG,62.4,VIVO,"[-46.9485, -21.3615]",3104106,-46.9485,-21.3615
Arco-Íris,SP,66.35,VIVO,"[-50.4675, -21.7755]",3503356,-50.4675,-21.7755
Arcos,MG,56.94,CLARO,"[-45.5355, -20.2905]",3104205,-45.5355,-20.2905
Arcoverde,PE,72.9,VIVO,"[-36.9765, -8.3835]",2601201,-36.9765,-8.3835
Areado,MG,61.11,CLARO,"[-46.1475, -21.3615]",3104304,-46.1475,-21.3615
Areal,RJ,57.45,VIVO,"[-43.0965, -22.2435]",3300225,-43.0965,-22.2435
Arealva,SP,55.95,CLARO,"[-48.9015, -22.0275]",3503406,-48.9015,-22.0275
Areia,PB,12.74,CLARO,"[-35.7075, -6.9615]",2501104,-35.7075,-6.9615
Areia Branca,RN,27.63,TIM,"[-37.1295, -4.9545]",2401107,-37.1295,-4.9545
Areia Branca,SE,46.19,CLARO,"[-37.3095, -10.7595]",2800506,-37.3095,-10.7595
Areia de Baraúnas,PB,52.83,VIVO,"[-36.9405, -7.1235]",2501153,-36.9405,-7.1235
Areial,PB,34.0,VIVO,"[-35.9235, -7.0515]",2501203,-35.9235,-7.0515
Areias,SP,50.31,VIVO,"[-44.6985, -22.5855]",3503505,-44.6985,-22.5855
Areiópolis,SP,79.23,VIVO,"[-48.6765, -22.6935]",3503604,-48.6765,-22.6935
Arenápolis,MT,39.79,VIVO,"[-56.8485, -14.4675]",5101308,-56.8485,-14.4675
Argirita,MG,40.49,VIVO,"[-42.8355, -21.6135]",3104403,-42.8355,-21.6135
Aricanduva,MG,62.51,VIVO,"[-42.5475, -17.8785]",3104452,-42.5475,-17.8785
Arinos,MG,33.93,VIVO,"[-46.1115, -15.9255]",3104502,-46.1115,-15.9255
Aripuanã,MT,36.74,CLARO,"[-59.4585, -10.1835]",5101407,-59.4585,-10.1835
Ariquemes,RO,68.44,VIVO,"[-63.0315, -9.8955]",1100023,-63.0315,-9.8955
Ariranha,SP,75.62,TIM,"[-48.7935, -21.1905]",3503703,-48.7935,-21.1905
Armazém,SC,64.88,VIVO,"[-49.0185, -28.2645]",4201505,-49.0185,-28.2645
Armação dos Búzios,RJ,130.285,VIVO,"[-41.8905, -22.7565]",3300233,-41.8905,-22.7565
Arneiroz,CE,41.36,VIVO,"[-40.2435, -6.3225]",2301505,-40.2435,-6.3225
Aroazes,PI,19.21,VIVO,"[-41.8005, -6.1065]",2200905,-41.8005,-6.1065
Aroeiras,PB,54.99,VIVO,"[-35.7165, -7.5465]",2501302,-35.7165,-7.5465
Arraial,PI,47.31,CLARO,"[-42.5385, -6.6465]",2201002,-42.5385,-6.6465
Arraial do Cabo,RJ,37.31,VIVO,"[-42.1695, -22.9455]",3300258,-42.1695,-22.9455
Arraias,TO,62.7,CLARO,"[-46.9575, -12.9195]",1702406,-46.9575,-12.9195
Arroio Grande,RS,42.98,VIVO,"[-53.0865, -32.2425]",4301305,-53.0865,-32.2425
Arroio Trinta,SC,36.96,TIM,"[-51.3405, -26.9325]",4201604,-51.3405,-26.9325
Arroio do Meio,RS,37.06,VIVO,"[-51.9165, -29.3805]",4301008,-51.9165,-29.3805
Arroio do Padre,RS,15.68,TIM,"[-52.4205, -31.4415]",4301073,-52.4205,-31.4415
Arroio do Sal,RS,63.03,CLARO,"[-49.8645, -29.5245]",4301057,-49.8645,-29.5245
Arroio do Tigre,RS,61.11,VIVO,"[-53.0955, -29.3445]",4301206,-53.0955,-29.3445
Arroio dos Ratos,RS,48.38,VIVO,"[-51.7275, -30.0825]",4301107,-51.7275,-30.0825
Artur Nogueira,SP,62.64,TIM,"[-47.0925, -22.5945]",3503802,-47.0925,-22.5945
Aruanã,GO,31.53,CLARO,"[-51.0795, -14.9085]",5202502,-51.0795,-14.9085
Arujá,SP,42.09,CLARO,"[-46.2825, -23.4045]",3503901,-46.2825,-23.4045
Arvoredo,SC,43.09,TIM,"[-52.4385, -27.0765]",4201653,-52.4385,-27.0765
Arvorezinha,RS,23.4,VIVO,"[-52.1775, -28.8675]",4301404,-52.1775,-28.8675
Arês,RN,32.91,VIVO,"[-35.1585, -6.1965]",2401206,-35.1585,-6.1965
Ascurra,SC,49.02,VIVO,"[-49.3695, -26.9595]",4201703,-49.3695,-26.9595
Aspásia,SP,56.45,VIVO,"[-50.7285, -20.1645]",3503950,-50.7285,-20.1645
Assaré,CE,39.99,CLARO,"[-39.8655, -6.8715]",2301604,-39.8655,-6.8715
Assaí,PR,33.52,CLARO,"[-50.8455, -23.3685]",4101903,-50.8455,-23.3685
Assis,SP,99.65,CLARO,"[-50.4045, -22.6395]",3504008,-50.4045,-22.6395
Assis Brasil,AC,32.04,CLARO,"[-69.5565, -10.9305]",1200054,-69.5565,-10.9305
Assis Chateaubriand,PR,60.96,CLARO,"[-53.5185, -24.4035]",4102000,-53.5185,-24.4035
Astolfo Dutra,MG,49.6,VIVO,"[-42.9345, -21.2715]",3104601,-42.9345,-21.2715
Astorga,PR,75.41,CLARO,"[-51.6645, -23.2425]",4102109,-51.6645,-23.2425
Atalaia,AL,64.67,VIVO,"[-36.0045, -9.5085]",2700409,-36.0045,-9.5085
Atalaia,PR,17.509999999999998,VIVO,"[-52.0515, -23.1525]",4102208,-52.0515,-23.1525
Atalanta,SC,62.58,CLARO,"[-49.7835, -27.4185]",4201802,-49.7835,-27.4185
Ataléia,MG,43.67,VIVO,"[-41.1165, -18.0405]",3104700,-41.1165,-18.0405
Atibaia,SP,77.99,CLARO,"[-46.4805, -23.1075]",3504107,-46.4805,-23.1075
Atilio Vivacqua,ES,51.27,VIVO,"[-41.1795, -20.9205]",3200706,-41.1795,-20.9205
Augustinópolis,TO,72.52,CLARO,"[-47.8755, -5.4765]",1702554,-47.8755,-5.4765
Augusto Corrêa,PA,69.41,CLARO,"[-46.4715, -1.0935]",1500909,-46.4715,-1.0935
Augusto Pestana,RS,65.69,VIVO,"[-53.9955, -28.5255]",4301503,-53.9955,-28.5255
Augusto de Lima,MG,66.88,CLARO,"[-44.2575, -18.1035]",3104809,-44.2575,-18.1035
Aurelino Leal,BA,28.42,VIVO,"[-39.3255, -14.3145]",2902401,-39.3255,-14.3145
Auriflama,SP,54.98,CLARO,"[-50.5485, -20.6955]",3504206,-50.5485,-20.6955
Aurilândia,GO,79.4,CLARO,"[-50.4675, -16.6815]",5202601,-50.4675,-16.6815
Aurora,CE,15.71,CLARO,"[-38.9655, -6.9525]",2301703,-38.9655,-6.9525
Aurora,SC,44.3,VIVO,"[-49.6215, -27.3285]",4201901,-49.6215,-27.3285
Aurora do Pará,PA,27.1,VIVO,"[-47.5605, -2.1285]",1500958,-47.5605,-2.1285
Aurora do Tocantins,TO,30.75,CLARO,"[-46.3995, -12.7125]",1702703,-46.3995,-12.7125
Autazes,AM,49.71,CLARO,"[-59.2695, -3.3885]",1300300,-59.2695,-3.3885
Avanhandava,SP,74.62,CLARO,"[-49.9545, -21.4605]",3504404,-49.9545,-21.4605
Avaré,SP,72.81,VIVO,"[-48.9285, -23.0805]",3504503,-48.9285,-23.0805
Avaí,SP,72.74,VIVO,"[-49.3335, -22.1535]",3504305,-49.3335,-22.1535
Avelino Lopes,PI,68.54,VIVO,"[-43.9515, -10.1385]",2201101,-43.9515,-10.1385
Avelinópolis,GO,15.65,TIM,"[-49.7565, -16.4655]",5202809,-49.7565,-16.4655
Axixá,MA,64.63,CLARO,"[-44.0595, -2.8395]",2101103,-44.0595,-2.8395
Axixá do Tocantins,TO,75.75,CLARO,"[-47.7675, -5.6205]",1702901,-47.7675,-5.6205
Açailândia,MA,35.46,VIVO,"[-47.4075, -4.9095]",2100055,-47.4075,-4.9095
Açu,RN,32.24,VIVO,"[-36.9045, -5.5755]",2400208,-36.9045,-5.5755
Açucena,MG,39.01,VIVO,"[-42.5475, -19.0845]",3100500,-42.5475,-19.0845
Babaçulândia,TO,20.87,CLARO,"[-47.7585, -7.2045]",1703008,-47.7585,-7.2045
Bacabal,MA,44.4,TIM,"[-44.7525, -4.2165]",2101202,-44.7525,-4.2165
Bacabeira,MA,47.82,CLARO,"[-44.3205, -2.9745]",2101251,-44.3205,-2.9745
Bacuri,MA,33.78,CLARO,"[-45.1485, -1.7325]",2101301,-45.1485,-1.7325
Bacurituba,MA,45.42,CLARO,"[-44.7435, -2.7045]",2101350,-44.7435,-2.7045
Bady Bassitt,SP,35.59,VIVO,"[-49.4415, -20.9115]",3504602,-49.4415,-20.9115
Baependi,MG,27.42,CLARO,"[-44.8965, -21.9735]",3104908,-44.8965,-21.9735
Bagre,PA,0.8,VIVO,"[-50.2245, -1.8945]",1501105,-50.2245,-1.8945
Bagé,RS,71.1,CLARO,"[-54.1215, -31.3605]",4301602,-54.1215,-31.3605
Baianópolis,BA,66.96,VIVO,"[-44.5365, -12.2985]",2902500,-44.5365,-12.2985
Baixa Grande,BA,53.36,VIVO,"[-40.1895, -11.9565]",2902609,-40.1895,-11.9565
Baixa Grande do Ribeiro,PI,16.99,TIM,"[-45.1305, -8.3745]",2201150,-45.1305,-8.3745
Baixo Guandu,ES,47.85,VIVO,"[-40.9185, -19.5075]",3200805,-40.9185,-19.5075
Baião,PA,48.26,CLARO,"[-49.6665, -2.8035]",1501204,-49.6665,-2.8035
Balbinos,SP,52.44,VIVO,"[-49.3515, -21.9015]",3504701,-49.3515,-21.9015
Baldim,MG,70.59,VIVO,"[-43.9335, -19.3095]",3105004,-43.9335,-19.3095
Baliza,GO,26.86,VIVO,"[-52.5375, -16.1955]",5203104,-52.5375,-16.1955
Balneário Arroio do Silva,SC,41.06,VIVO,"[-49.4145, -28.9845]",4201950,-49.4145,-28.9845
Balneário Barra do Sul,SC,45.21,TIM,"[-48.6315, -26.4555]",4202057,-48.6315,-26.4555
Balneário Camboriú,SC,148.65,TIM,"[-48.6225, -27.0045]",4202008,-48.6225,-27.0045
Balneário Gaivota,SC,48.96,VIVO,"[-49.6035, -29.1825]",4202073,-49.6035,-29.1825
Balneário Pinhal,RS,57.73,VIVO,"[-50.2515, -30.2715]",4301636,-50.2515,-30.2715
Balneário Piçarras,SC,41.98,VIVO,"[-48.6765, -26.7705]",4212809,-48.6765,-26.7705
Balneário Rincão,SC,43.24,CLARO,"[-49.2435, -28.8405]",4220000,-49.2435,-28.8405
Balsa Nova,PR,58.82,TIM,"[-49.6215, -25.4655]",4102307,-49.6215,-25.4655
Balsas,MA,25.6,CLARO,"[-46.0485, -7.5105]",2101400,-46.0485,-7.5105
Bambuí,MG,45.86,CLARO,"[-45.9765, -20.0205]",3105103,-45.9765,-20.0205
Banabuiú,CE,41.21,VIVO,"[-38.6595, -5.1615]",2301851,-38.6595,-5.1615
Bananal,SP,58.25,VIVO,"[-44.3205, -22.6755]",3504909,-44.3205,-22.6755
Bananeiras,PB,49.46,CLARO,"[-35.6355, -6.7365]",2501500,-35.6355,-6.7365
Bandeira,MG,7.78,VIVO,"[-40.5585, -15.8895]",3105202,-40.5585,-15.8895
Bandeira do Sul,MG,36.83,VIVO,"[-46.3905, -21.7305]",3105301,-46.3905,-21.7305
Bandeirante,SC,41.04,VIVO,"[-53.6445, -26.7705]",4202081,-53.6445,-26.7705
Bandeirantes,MS,27.92,VIVO,"[-54.3645, -19.9125]",5001508,-54.3645,-19.9125
Bandeirantes,PR,56.33,CLARO,"[-50.3685, -23.1255]",4102406,-50.3685,-23.1255
Bandeirantes do Tocantins,TO,13.43,CLARO,"[-48.5775, -7.7625]",1703057,-48.5775,-7.7625
Bannach,PA,34.47,VIVO,"[-50.4045, -7.3485]",1501253,-50.4045,-7.3485
Banzaê,BA,36.11,VIVO,"[-38.6145, -10.5885]",2902658,-38.6145,-10.5885
Baraúna,PB,13.45,VIVO,"[-36.2475, -6.6465]",2501534,-36.2475,-6.6465
Baraúna,RN,22.31,CLARO,"[-37.6245, -5.0805]",2401453,-37.6245,-5.0805
Barbacena,MG,67.07,CLARO,"[-43.7805, -21.2355]",3105608,-43.7805,-21.2355
Barbalha,CE,68.18,CLARO,"[-39.3255, -7.2855]",2301901,-39.3255,-7.2855
Barbosa,SP,63.42,VIVO,"[-49.9545, -21.2625]",3505104,-49.9545,-21.2625
Barbosa Ferraz,PR,52.17,TIM,"[-52.0065, -24.0165]",4102505,-52.0065,-24.0165
Barcarena,PA,83.2,CLARO,"[-48.6225, -1.5075]",1501303,-48.6225,-1.5075
Barcelona,RN,65.63,VIVO,"[-35.9235, -5.9445]",2401503,-35.9235,-5.9445
Bariri,SP,44.08,VIVO,"[-48.7215, -22.0815]",3505203,-48.7215,-22.0815
Barra,BA,66.74,CLARO,"[-43.1595, -11.1015]",2902708,-43.1595,-11.1015
Barra Bonita,SC,12.79,TIM,"[-53.4465, -26.6535]",4202099,-53.4465,-26.6535
Barra Bonita,SP,39.14,VIVO,"[-48.5775, -22.4775]",3505302,-48.5775,-22.4775
Barra D'Alcântara,PI,31.77,TIM,"[-42.1065, -6.5205]",2201176,-42.1065,-6.5205
Barra Funda,RS,21.92,VIVO,"[-53.0415, -27.9225]",4301958,-53.0415,-27.9225
Barra Longa,MG,31.35,VIVO,"[-43.0335, -20.2185]",3105707,-43.0335,-20.2185
Barra Mansa,RJ,67.57,CLARO,"[-44.3025, -22.4595]",3300407,-44.3025,-22.4595
Barra Velha,SC,67.14,VIVO,"[-48.6945, -26.6625]",4202107,-48.6945,-26.6625
Barra da Estiva,BA,38.63,VIVO,"[-41.3325, -13.6305]",2902807,-41.3325,-13.6305
Barra de Guabiraba,PE,25.67,CLARO,"[-35.6625, -8.4105]",2601300,-35.6625,-8.4105
Barra de Santa Rosa,PB,29.63,TIM,"[-36.0585, -6.7185]",2501609,-36.0585,-6.7185
Barra de Santo Antônio,AL,34.1,VIVO,"[-35.5095, -9.4095]",2700508,-35.5095,-9.4095
Barra de São Francisco,ES,120.07,CLARO,"[-40.8915, -18.7245]",3200904,-40.8915,-18.7245
Barra de São Miguel,AL,51.36,VIVO,"[-35.8965, -9.8415]",2700607,-35.8965,-9.8415
Barra do Bugres,MT,38.06,VIVO,"[-57.1725, -15.0615]",5101704,-57.1725,-15.0615
Barra do Chapéu,SP,56.34,VIVO,"[-49.1085, -24.4845]",3505351,-49.1085,-24.4845
Barra do Choça,BA,24.45,TIM,"[-40.5765, -14.8725]",2902906,-40.5765,-14.8725
Barra do Corda,MA,43.68,CLARO,"[-45.2745, -5.4945]",2101608,-45.2745,-5.4945
Barra do Garças,MT,63.96,CLARO,"[-52.2765, -15.8715]",5101803,-52.2765,-15.8715
Barra do Guarita,RS,48.54,VIVO,"[-53.7075, -27.1935]",4301859,-53.7075,-27.1935
Barra do Jacaré,PR,24.67,TIM,"[-50.1795, -23.1165]",4102703,-50.1795,-23.1165
Barra do Mendes,BA,19.24,VIVO,"[-42.0615, -11.8035]",2903003,-42.0615,-11.8035
Barra do Ouro,TO,40.25,CLARO,"[-47.6775, -7.7085]",1703073,-47.6775,-7.7085
Barra do Piraí,RJ,77.82,CLARO,"[-43.9785, -22.4865]",3300308,-43.9785,-22.4865
Barra do Quaraí,RS,53.89,VIVO,"[-57.5505, -30.2085]",4301875,-57.5505,-30.2085
Barra do Ribeiro,RS,65.54,CLARO,"[-51.4215, -30.3165]",4301909,-51.4215,-30.3165
Barra do Rio Azul,RS,49.81,CLARO,"[-52.4115, -27.4095]",4301925,-52.4115,-27.4095
Barra do Rocha,BA,11.15,CLARO,"[-39.6045, -14.2065]",2903102,-39.6045,-14.2065
Barra do Turvo,SP,52.36,VIVO,"[-48.4965, -24.7545]",3505401,-48.4965,-24.7545
Barra dos Coqueiros,SE,73.42,CLARO,"[-37.0215, -10.9395]",2800605,-37.0215,-10.9395
Barracão,PR,26.14,VIVO,"[-53.6355, -26.2485]",4102604,-53.6355,-26.2485
Barras,PI,54.58,CLARO,"[-42.2955, -4.2255]",2201200,-42.2955,-4.2255
Barreira,CE,48.65,CLARO,"[-38.6325, -4.2885]",2301950,-38.6325,-4.2885
Barreiras,BA,62.64,CLARO,"[-44.9595, -12.1365]",2903201,-44.9595,-12.1365
Barreiras do Piauí,PI,83.14,VIVO,"[-45.4725, -9.9225]",2201309,-45.4725,-9.9225
Barreirinha,AM,20.7,VIVO,"[-57.2715, -2.7945]",1300508,-57.2715,-2.7945
Barreirinhas,MA,40.16,CLARO,"[-42.8175, -2.7405]",2101707,-42.8175,-2.7405
Barreiros,PE,62.87,CLARO,"[-35.1945, -8.8245]",2601409,-35.1945,-8.8245
Barretos,SP,152.195,TIM,"[-48.5865, -20.5515]",3505500,-48.5865,-20.5515
Barrinha,SP,44.05,CLARO,"[-48.1455, -21.1725]",3505609,-48.1455,-21.1725
Barro,CE,35.34,CLARO,"[-38.7765, -7.1775]",2302008,-38.7765,-7.1775
Barro Alto,BA,42.23,VIVO,"[-41.9085, -11.7675]",2903235,-41.9085,-11.7675
Barro Alto,GO,75.34,VIVO,"[-48.9195, -14.9715]",5203203,-48.9195,-14.9715
Barro Duro,PI,30.57,TIM,"[-42.5025, -5.8185]",2201408,-42.5025,-5.8185
Barro Preto,BA,58.17,CLARO,"[-39.4695, -14.8095]",2903300,-39.4695,-14.8095
Barrocas,BA,30.78,VIVO,"[-39.0825, -11.4525]",2903276,-39.0825,-11.4525
Barrolândia,TO,44.9,CLARO,"[-48.7215, -9.8505]",1703107,-48.7215,-9.8505
Barroquinha,CE,52.02,VIVO,"[-41.1345, -3.0195]",2302057,-41.1345,-3.0195
Barros Cassal,RS,41.99,VIVO,"[-52.5825, -29.0925]",4302006,-52.5825,-29.0925
Barroso,MG,59.35,CLARO,"[-43.9785, -21.1815]",3105905,-43.9785,-21.1815
Barueri,SP,199.065,CLARO,"[-46.8945, -23.5305]",3505708,-46.8945,-23.5305
Barão,RS,65.49,VIVO,"[-51.4935, -29.3715]",4301651,-51.4935,-29.3715
Barão de Antonina,SP,68.53,VIVO,"[-49.5675, -23.6295]",3505005,-49.5675,-23.6295
Barão de Cocais,MG,61.93,CLARO,"[-43.4115, -19.8045]",3105400,-43.4115,-19.8045
Barão de Cotegipe,RS,58.05,CLARO,"[-52.3845, -27.6255]",4301701,-52.3845,-27.6255
Barão de Grajaú,MA,34.37,VIVO,"[-43.0245, -6.7545]",2101509,-43.0245,-6.7545
Barão de Melgaço,MT,72.57,VIVO,"[-55.9665, -16.1955]",5101605,-55.9665,-16.1955
Barão de Monte Alto,MG,57.04,VIVO,"[-42.3135, -21.2445]",3105509,-42.3135,-21.2445
Barão do Triunfo,RS,30.07,VIVO,"[-51.7365, -30.3975]",4301750,-51.7365,-30.3975
Bastos,SP,48.02,VIVO,"[-50.7105, -21.9285]",3505807,-50.7105,-21.9285
Bataguassu,MS,57.82,VIVO,"[-52.4205, -21.7305]",5001904,-52.4205,-21.7305
Batalha,AL,74.03,VIVO,"[-37.1295, -9.6615]",2700706,-37.1295,-9.6615
Batalha,PI,41.53,VIVO,"[-42.0705, -4.0275]",2201507,-42.0705,-4.0275
Batatais,SP,64.4,TIM,"[-47.6145, -20.8755]",3505906,-47.6145,-20.8755
Batayporã,MS,39.91,VIVO,"[-53.2755, -22.2975]",5002001,-53.2755,-22.2975
Baturité,CE,37.1,CLARO,"[-38.8665, -4.3425]",2302107,-38.8665,-4.3425
Bauru,SP,232.5,CLARO,"[-49.0905, -22.3065]",3506003,-49.0905,-22.3065
Bayeux,PB,56.66,CLARO,"[-34.9245, -7.1595]",2501807,-34.9245,-7.1595
Baía Formosa,RN,25.61,CLARO,"[-35.1135, -6.4755]",2401404,-35.1135,-6.4755
Baía da Traição,PB,32.27,VIVO,"[-34.9335, -6.6915]",2501401,-34.9335,-6.6915
Bebedouro,SP,48.44,VIVO,"[-48.5055, -20.9385]",3506102,-48.5055,-20.9385
Beberibe,CE,73.25,CLARO,"[-38.1105, -4.1535]",2302206,-38.1105,-4.1535
Bela Cruz,CE,35.65,CLARO,"[-40.1625, -3.0645]",2302305,-40.1625,-3.0645
Bela Vista,MS,48.31,VIVO,"[-56.5335, -22.1085]",5002100,-56.5335,-22.1085
Bela Vista de Goiás,GO,49.35,VIVO,"[-48.9375, -16.9605]",5203302,-48.9375,-16.9605
Bela Vista de Minas,MG,56.1,CLARO,"[-43.0965, -19.8225]",3106002,-43.0965,-19.8225
Bela Vista do Maranhão,MA,31.56,CLARO,"[-45.2565, -3.7485]",2101772,-45.2565,-3.7485
Bela Vista do Paraíso,PR,17.6,TIM,"[-51.1875, -22.9995]",4102802,-51.1875,-22.9995
Bela Vista do Piauí,PI,16.7,CLARO,"[-41.8725, -7.9695]",2201556,-41.8725,-7.9695
Belford Roxo,RJ,216.18,CLARO,"[-43.3395, -22.7115]",3300456,-43.3395,-22.7115
Belmiro Braga,MG,107.43,CLARO,"[-43.4205, -21.9555]",3106101,-43.4205,-21.9555
Belmonte,BA,42.75,CLARO,"[-38.8845, -15.8535]",2903409,-38.8845,-15.8535
Belmonte,SC,49.67,VIVO,"[-53.5815, -26.8425]",4202156,-53.5815,-26.8425
Belo Campo,BA,31.12,VIVO,"[-41.2695, -15.0345]",2903508,-41.2695,-15.0345
Belo Horizonte,MG,273.58,CLARO,"[-43.9335, -19.9575]",3106200,-43.9335,-19.9575
Belo Jardim,PE,50.46,VIVO,"[-36.4455, -8.3475]",2601706,-36.4455,-8.3475
Belo Monte,AL,72.33,VIVO,"[-37.2735, -9.8235]",2700904,-37.2735,-9.8235
Belo Oriente,MG,84.91,CLARO,"[-42.3945, -19.3185]",3106309,-42.3945,-19.3185
Belo Vale,MG,83.97,CLARO,"[-44.0955, -20.3265]",3106408,-44.0955,-20.3265
Belterra,PA,36.0,VIVO,"[-54.9405, -2.6415]",1501451,-54.9405,-2.6415
Belágua,MA,34.09,VIVO,"[-43.5105, -3.1635]",2101731,-43.5105,-3.1635
Belém,AL,9.605,CLARO,"[-36.4905, -9.5715]",2700805,-36.4905,-9.5715
Belém,PA,260.68,TIM,"[-48.4515, -1.2915]",1501402,-48.4515,-1.2915
Belém,PB,38.485,VIVO,"[-35.5365, -6.7005]",2501906,-35.5365,-6.7005
Belém de Maria,PE,40.56,VIVO,"[-35.8335, -8.5545]",2601508,-35.8335,-8.5545
Belém do Brejo do Cruz,PB,37.65,TIM,"[-37.5345, -6.1875]",2502003,-37.5345,-6.1875
Belém do Piauí,PI,29.98,CLARO,"[-40.9725, -7.3845]",2201572,-40.9725,-7.3845
Belém do São Francisco,PE,48.43,VIVO,"[-38.9565, -8.7435]",2601607,-38.9565,-8.7435
Beneditinos,PI,84.48,CLARO,"[-42.3675, -5.4495]",2201606,-42.3675,-5.4495
Benedito Leite,MA,21.06,CLARO,"[-44.5545, -7.2225]",2101806,-44.5545,-7.2225
Benevides,PA,72.93,VIVO,"[-48.2445, -1.3275]",1501501,-48.2445,-1.3275
Bento Fernandes,RN,10.41,TIM,"[-35.8245, -5.6925]",2401602,-35.8245,-5.6925
Bento Gonçalves,RS,55.34,CLARO,"[-51.5295, -29.1825]",4302105,-51.5295,-29.1825
Bento de Abreu,SP,76.13,VIVO,"[-50.8095, -21.2715]",3506201,-50.8095,-21.2715
Bequimão,MA,56.37,CLARO,"[-44.7885, -2.4525]",2101905,-44.7885,-2.4525
Berilo,MG,59.03,VIVO,"[-42.5565, -16.7895]",3106507,-42.5565,-16.7895
Berizal,MG,41.96,VIVO,"[-41.7465, -15.6105]",3106655,-41.7465,-15.6105
Bernardino de Campos,SP,43.7,VIVO,"[-49.4685, -23.0175]",3506300,-49.4685,-23.0175
Bernardo Sayão,TO,27.89,CLARO,"[-49.0455, -8.0595]",1703206,-49.0455,-8.0595
Bernardo do Mearim,MA,62.9,CLARO,"[-44.7615, -4.6305]",2101939,-44.7615,-4.6305
Bertioga,SP,142.42,TIM,"[-46.0215, -23.8005]",3506359,-46.0215,-23.8005
Bertolínia,PI,55.84,CLARO,"[-43.9515, -7.6455]",2201705,-43.9515,-7.6455
Beruri,AM,9.98,VIVO,"[-61.3755, -3.9105]",1300631,-61.3755,-3.9105
Betim,MG,219.73499999999999,TIM,"[-44.2215, -19.9575]",3106705,-44.2215,-19.9575
Betânia,PE,36.34,TIM,"[-38.0385, -8.2755]",2601805,-38.0385,-8.2755
Betânia do Piauí,PI,31.4,CLARO,"[-40.7925, -8.1495]",2201739,-40.7925,-8.1495
Bezerros,PE,76.33,VIVO,"[-35.7525, -8.2575]",2601904,-35.7525,-8.2575
Bias Fortes,MG,48.65,CLARO,"[-43.7535, -21.6045]",3106804,-43.7535,-21.6045
Bicas,MG,65.86,CLARO,"[-43.0605, -21.7215]",3106903,-43.0605,-21.7215
