City,State,Speed,Company,Cord,Code,Longitude,Latitude
Marianópolis do Tocantins,TO,10.4,CLARO,"[-49.6755, -9.7965]",1712504,-49.6755,-9.7965
Maribondo,AL,33.26,VIVO,"[-36.3105, -9.5805]",2704807,-36.3105,-9.5805
Maricá,RJ,162.31,VIVO,"[-42.8085, -22.9095]",3302700,-42.8085,-22.9095
Marilac,MG,65.3,CLARO,"[-42.0975, -18.5085]",3140100,-42.0975,-18.5085
Marilena,PR,42.36,CLARO,"[-53.0415, -22.7295]",4115002,-53.0415,-22.7295
Mariluz,PR,33.84,CLARO,"[-53.1495, -24.0075]",4115101,-53.1495,-24.0075
Marilândia,ES,66.05,VIVO,"[-40.5315, -19.4085]",3203353,-40.5315,-19.4085
Marilândia do Sul,PR,53.72,CLARO,"[-51.2955, -23.7465]",4114906,-51.2955,-23.7465
Maringá,PR,188.52,TIM,"[-51.9615, -23.4405]",4115200,-51.9615,-23.4405
Marinópolis,SP,53.26,VIVO,"[-50.8185, -20.4435]",3529104,-50.8185,-20.4435
Maripá de Minas,MG,29.74,CLARO,"[-42.9615, -21.7035]",3140209,-42.9615,-21.7035
Marituba,PA,77.28,CLARO,"[-48.3435, -1.3635]",1504422,-48.3435,-1.3635
Marizópolis,PB,97.63,VIVO,"[-38.3625, -6.8445]",2509156,-38.3625,-6.8445
Mariápolis,SP,72.3,VIVO,"[-51.1785, -21.7935]",3528908,-51.1785,-21.7935
Mariópolis,PR,68.36,CLARO,"[-52.5555, -26.3565]",4115309,-52.5555,-26.3565
Marliéria,MG,60.9,VIVO,"[-42.7365, -19.7145]",3140308,-42.7365,-19.7145
Marmeleiro,PR,69.46,CLARO,"[-53.0325, -26.1585]",4115408,-53.0325,-26.1585
Marmelópolis,MG,17.58,VIVO,"[-45.1665, -22.4505]",3140407,-45.1665,-22.4505
Marques de Souza,RS,43.62,CLARO,"[-52.1055, -29.3265]",4312054,-52.1055,-29.3265
Marquinho,PR,3.36,TIM,"[-52.2495, -25.1055]",4115457,-52.2495,-25.1055
Martinho Campos,MG,69.99,CLARO,"[-45.2385, -19.3275]",3140506,-45.2385,-19.3275
Martins,RN,8.16,VIVO,"[-37.9125, -6.0885]",2407401,-37.9125,-6.0885
Martins Soares,MG,56.4,CLARO,"[-41.8815, -20.2545]",3140530,-41.8815,-20.2545
Martinópole,CE,50.92,VIVO,"[-40.6935, -3.2265]",2307908,-40.6935,-3.2265
Martinópolis,SP,81.26,VIVO,"[-51.1695, -22.1625]",3529203,-51.1695,-22.1625
Maruim,SE,43.86,VIVO,"[-37.1295, -10.7775]",2804003,-37.1295,-10.7775
Marumbi,PR,43.81,VIVO,"[-51.6465, -23.7105]",4115507,-51.6465,-23.7105
Marzagão,GO,81.0,CLARO,"[-48.6405, -17.9865]",5212907,-48.6405,-17.9865
Marília,SP,126.75,VIVO,"[-49.9545, -22.1985]",3529005,-49.9545,-22.1985
Mascote,BA,38.55,CLARO,"[-39.3075, -15.5655]",2920908,-39.3075,-15.5655
Massapê,CE,56.18,VIVO,"[-40.5135, -3.4965]",2308005,-40.5135,-3.4965
Massapê do Piauí,PI,10.62,CLARO,"[-41.1435, -7.6095]",2206050,-41.1435,-7.6095
Massaranduba,PB,46.25,VIVO,"[-35.7705, -7.1775]",2509206,-35.7705,-7.1775
Massaranduba,SC,50.52,CLARO,"[-49.0095, -26.6085]",4210605,-49.0095,-26.6085
Mata,RS,64.88,VIVO,"[-54.4635, -29.5695]",4312104,-54.4635,-29.5695
Mata Grande,AL,44.12,VIVO,"[-37.7325, -9.1305]",2705002,-37.7325,-9.1305
Mata Roma,MA,56.67,CLARO,"[-43.1145, -3.6225]",2106409,-43.1145,-3.6225
Mata Verde,MG,15.14,VIVO,"[-40.7385, -15.6915]",3140555,-40.7385,-15.6915
Mata de São João,BA,164.245,TIM,"[-38.0025, -12.5775]",2921005,-38.0025,-12.5775
Mataraca,PB,56.49,VIVO,"[-35.0505, -6.6015]",2509305,-35.0505,-6.6015
Mateiros,TO,35.85,CLARO,"[-46.4175, -10.5525]",1712702,-46.4175,-10.5525
Matelândia,PR,47.04,CLARO,"[-53.9865, -25.2405]",4115606,-53.9865,-25.2405
Materlândia,MG,23.34,VIVO,"[-43.0605, -18.4725]",3140605,-43.0605,-18.4725
Mateus Leme,MG,75.81,CLARO,"[-44.4465, -19.9935]",3140704,-44.4465,-19.9935
Mathias Lobato,MG,55.21,VIVO,"[-41.9175, -18.5715]",3171501,-41.9175,-18.5715
Matias Barbosa,MG,28.99,CLARO,"[-43.3755, -21.8385]",3140803,-43.3755,-21.8385
Matias Cardoso,MG,48.71,VIVO,"[-43.5015, -14.9265]",3140852,-43.5015,-14.9265
Matias Olímpio,PI,26.38,VIVO,"[-42.5565, -3.7125]",2206100,-42.5565,-3.7125
Matinha,MA,42.47,CLARO,"[-45.0405, -3.1005]",2106508,-45.0405,-3.1005
Matinhas,PB,38.14,TIM,"[-35.7705, -7.1235]",2509339,-35.7705,-7.1235
Matinhos,PR,149.745,TIM,"[-48.5415, -25.8345]",4115705,-48.5415,-25.8345
Matipó,MG,51.35,VIVO,"[-42.3765, -20.3715]",3140902,-42.3765,-20.3715
Mato Castelhano,RS,29.59,VIVO,"[-52.1955, -28.2735]",4312138,-52.1955,-28.2735
Mato Leitão,RS,51.62,VIVO,"[-52.1235, -29.5425]",4312153,-52.1235,-29.5425
Mato Verde,MG,52.75,VIVO,"[-42.8625, -15.4035]",3141009,-42.8625,-15.4035
Matozinhos,MG,66.25,CLARO,"[-44.0865, -19.5345]",3141108,-44.0865,-19.5345
Matrinchã,GO,0.99,TIM,"[-50.7465, -15.4395]",5212956,-50.7465,-15.4395
Matriz de Camaragibe,AL,64.3,VIVO,"[-35.5365, -9.1575]",2705101,-35.5365,-9.1575
Matupá,MT,62.58,CLARO,"[-54.9315, -10.1655]",5105606,-54.9315,-10.1655
Maturéia,PB,25.17,TIM,"[-37.3365, -7.2675]",2509396,-37.3365,-7.2675
Matutina,MG,38.21,VIVO,"[-45.9675, -19.2195]",3141207,-45.9675,-19.2195
Matão,SP,69.09,CLARO,"[-48.3705, -21.6675]",3529302,-48.3705,-21.6675
Matões,MA,62.21,CLARO,"[-43.2135, -5.5035]",2106607,-43.2135,-5.5035
Matões do Norte,MA,54.67,CLARO,"[-44.5545, -3.6225]",2106631,-44.5545,-3.6225
Maurilândia,GO,49.01,VIVO,"[-50.3415, -17.9685]",5213004,-50.3415,-17.9685
Maurilândia do Tocantins,TO,83.49,CLARO,"[-47.5155, -5.9535]",1712801,-47.5155,-5.9535
Mauriti,CE,78.24,CLARO,"[-38.7765, -7.3845]",2308104,-38.7765,-7.3845
Mauá,SP,192.52,CLARO,"[-46.4625, -23.6745]",3529401,-46.4625,-23.6745
Mauá da Serra,PR,47.2,VIVO,"[-51.1695, -23.9265]",4115754,-51.1695,-23.9265
Maués,AM,14.33,CLARO,"[-57.7035, -3.3885]",1302900,-57.7035,-3.3885
Maxaranguape,RN,39.22,CLARO,"[-35.2665, -5.5215]",2407500,-35.2665,-5.5215
Maximiliano de Almeida,RS,66.74,VIVO,"[-51.7995, -27.6345]",4312203,-51.7995,-27.6345
Mazagão,AP,41.35,VIVO,"[-51.2775, -0.1035]",1600402,-51.2775,-0.1035
Maçambará,RS,6.43,TIM,"[-56.0655, -29.1465]",4311718,-56.0655,-29.1465
Medeiros,MG,14.83,VIVO,"[-46.2195, -19.9935]",3141306,-46.2195,-19.9935
Medeiros Neto,BA,36.47,CLARO,"[-40.2165, -17.3745]",2921104,-40.2165,-17.3745
Medianeira,PR,59.635,TIM,"[-54.0945, -25.2945]",4115804,-54.0945,-25.2945
Medicilândia,PA,45.93,VIVO,"[-52.8525, -3.4155]",1504455,-52.8525,-3.4155
Medina,MG,51.53,CLARO,"[-41.4855, -16.2225]",3141405,-41.4855,-16.2225
Meleiro,SC,8.76,TIM,"[-49.5585, -28.8945]",4210803,-49.5585,-28.8945
Melgaço,PA,1.41,VIVO,"[-50.7105, -1.7955]",1504505,-50.7105,-1.7955
Mendes,RJ,49.11,VIVO,"[-43.7805, -22.5405]",3302809,-43.7805,-22.5405
Mendes Pimentel,MG,10.780000000000001,CLARO,"[-41.4045, -18.6615]",3141504,-41.4045,-18.6615
Mendonça,SP,67.57,TIM,"[-49.5765, -21.1815]",3529500,-49.5765,-21.1815
Mercedes,PR,47.39,CLARO,"[-54.1665, -24.4575]",4115853,-54.1665,-24.4575
Mercês,MG,44.31,CLARO,"[-43.3395, -21.2085]",3141603,-43.3395,-21.2085
Meridiano,SP,55.86,VIVO,"[-50.1705, -20.3535]",3529609,-50.1705,-20.3535
Meruoca,CE,36.61,CLARO,"[-40.4865, -3.6135]",2308203,-40.4865,-3.6135
Mesquita,MG,12.25,TIM,"[-42.6105, -19.2195]",3141702,-42.6105,-19.2195
Mesquita,RJ,108.46999999999998,CLARO,"[-43.4025, -22.7835]",3302858,-43.4025,-22.7835
Messias,AL,46.68,VIVO,"[-35.8425, -9.3825]",2705200,-35.8425,-9.3825
Mesópolis,SP,38.89,VIVO,"[-50.6205, -19.9665]",3529658,-50.6205,-19.9665
Miguel Alves,PI,78.77,CLARO,"[-42.8895, -4.1625]",2206209,-42.8895,-4.1625
Miguel Calmon,BA,44.38,CLARO,"[-40.6035, -11.4345]",2921203,-40.6035,-11.4345
Miguel Leão,PI,64.14,CLARO,"[-42.7365, -5.6835]",2206308,-42.7365,-5.6835
Miguel Pereira,RJ,72.35,VIVO,"[-43.4925, -22.4685]",3302908,-43.4925,-22.4685
Miguelópolis,SP,32.01,CLARO,"[-48.0375, -20.1825]",3529708,-48.0375,-20.1825
Milagres,BA,18.45,CLARO,"[-39.8655, -12.8655]",2921302,-39.8655,-12.8655
Milagres,CE,42.36,CLARO,"[-38.9835, -7.3035]",2308302,-38.9835,-7.3035
Milagres do Maranhão,MA,26.97,CLARO,"[-42.6105, -3.5775]",2106672,-42.6105,-3.5775
Mimoso de Goiás,GO,76.15,VIVO,"[-48.1545, -15.0525]",5213053,-48.1545,-15.0525
Mimoso do Sul,ES,62.3,VIVO,"[-41.2425, -21.0735]",3203403,-41.2425,-21.0735
Minador do Negrão,AL,15.6,CLARO,"[-36.8595, -9.3015]",2705309,-36.8595,-9.3015
Minas Novas,MG,59.9,VIVO,"[-42.2595, -17.4375]",3141801,-42.2595,-17.4375
Minas do Leão,RS,54.78,VIVO,"[-52.0515, -30.1365]",4312252,-52.0515,-30.1365
Minaçu,GO,52.1,VIVO,"[-48.2085, -13.5315]",5213087,-48.2085,-13.5315
Minduri,MG,46.18,VIVO,"[-44.5995, -21.6855]",3141900,-44.5995,-21.6855
Mineiros,GO,41.32,CLARO,"[-52.5285, -17.5545]",5213103,-52.5285,-17.5545
Mineiros do Tietê,SP,81.99,VIVO,"[-48.4605, -22.4055]",3529807,-48.4605,-22.4055
Ministro Andreazza,RO,109.68,CLARO,"[-61.5195, -11.1915]",1101203,-61.5195,-11.1915
Mira Estrela,SP,75.15,VIVO,"[-50.1345, -19.9755]",3530003,-50.1345,-19.9755
Miracatu,SP,73.22,CLARO,"[-47.4615, -24.2865]",3529906,-47.4615,-24.2865
Miracema,RJ,58.75,CLARO,"[-42.1965, -21.4155]",3303005,-42.1965,-21.4155
Miracema do Tocantins,TO,55.95,VIVO,"[-48.3885, -9.5715]",1713205,-48.3885,-9.5715
Mirador,MA,48.91,CLARO,"[-44.3655, -6.3765]",2106706,-44.3655,-6.3765
Mirador,PR,22.85,VIVO,"[-52.7715, -23.2605]",4115903,-52.7715,-23.2605
Miradouro,MG,40.01,VIVO,"[-42.3495, -20.9025]",3142106,-42.3495,-20.9025
Miraguaí,RS,39.2,VIVO,"[-53.6895, -27.4905]",4312302,-53.6895,-27.4905
Miranda,MS,93.16,CLARO,"[-56.3805, -20.2365]",5005608,-56.3805,-20.2365
Miranda do Norte,MA,40.28,TIM,"[-44.5815, -3.5685]",2106755,-44.5815,-3.5685
Mirandiba,PE,41.51,TIM,"[-38.7315, -8.1225]",2609303,-38.7315,-8.1225
Mirandópolis,SP,77.38,TIM,"[-51.0975, -21.1275]",3530102,-51.0975,-21.1275
Mirangaba,BA,39.9,VIVO,"[-40.5765, -10.9485]",2921401,-40.5765,-10.9485
Miranorte,TO,76.83,CLARO,"[-48.5775, -9.5265]",1713304,-48.5775,-9.5265
Mirante,BA,19.61,CLARO,"[-40.7745, -14.2425]",2921450,-40.7745,-14.2425
Mirante da Serra,RO,24.47,CLARO,"[-62.6715, -11.0385]",1101302,-62.6715,-11.0385
Mirante do Paranapanema,SP,65.71,VIVO,"[-51.9075, -22.2975]",3530201,-51.9075,-22.2975
Miraselva,PR,72.28,TIM,"[-51.4845, -22.9635]",4116000,-51.4845,-22.9635
Mirassol,SP,71.98,VIVO,"[-49.4775, -20.8215]",3530300,-49.4775,-20.8215
Mirassol d'Oeste,MT,57.21,TIM,"[-58.0995, -15.6735]",5105622,-58.0995,-15.6735
Mirassolândia,SP,71.53,VIVO,"[-49.4595, -20.6145]",3530409,-49.4595,-20.6145
Miravânia,MG,25.95,VIVO,"[-44.4105, -14.7465]",3142254,-44.4105,-14.7465
Miraí,MG,69.83,CLARO,"[-42.6105, -21.1905]",3142205,-42.6105,-21.1905
Miraíma,CE,37.07,VIVO,"[-39.8835, -3.6225]",2308377,-39.8835,-3.6225
Mirinzal,MA,42.72,CLARO,"[-44.7705, -2.0655]",2106805,-44.7705,-2.0655
Missal,PR,62.0,CLARO,"[-54.2475, -25.0785]",4116059,-54.2475,-25.0785
Missão Velha,CE,37.88,CLARO,"[-39.1545, -7.2495]",2308401,-39.1545,-7.2495
Mocajuba,PA,36.92,CLARO,"[-49.5045, -2.5875]",1504604,-49.5045,-2.5875
Mococa,SP,78.85,TIM,"[-47.0115, -21.4875]",3530508,-47.0115,-21.4875
Modelo,SC,20.26,CLARO,"[-53.0505, -26.7795]",4210902,-53.0505,-26.7795
Moeda,MG,50.12,CLARO,"[-44.0595, -20.3355]",3142304,-44.0595,-20.3355
Moema,MG,45.83,CLARO,"[-45.4095, -19.8405]",3142403,-45.4095,-19.8405
Mogeiro,PB,10.14,TIM,"[-35.4735, -7.3035]",2509404,-35.4735,-7.3035
Mogi Guaçu,SP,61.94,TIM,"[-46.9575, -22.3425]",3530706,-46.9575,-22.3425
Mogi Mirim,SP,57.54,CLARO,"[-47.0025, -22.5405]",3530805,-47.0025,-22.5405
Mogi das Cruzes,SP,182.16,CLARO,"[-46.1745, -23.5215]",3530607,-46.1745,-23.5215
Moita Bonita,SE,54.47,VIVO,"[-37.3365, -10.5795]",2804102,-37.3365,-10.5795
Moju,PA,146.60999999999999,CLARO,"[-48.7665, -1.8945]",1504703,-48.7665,-1.8945
Mojuí dos Campos,PA,26.31,VIVO,"[-54.6525, -2.6955]",1504752,-54.6525,-2.6955
Mombaça,CE,25.65,VIVO,"[-39.8475, -5.6475]",2308500,-39.8475,-5.6475
Mombuca,SP,28.33,CLARO,"[-47.5695, -22.9275]",3530904,-47.5695,-22.9275
Mondaí,SC,29.02,VIVO,"[-53.3835, -27.0855]",4211009,-53.3835,-27.0855
Mongaguá,SP,56.265,TIM,"[-46.6875, -24.1245]",3531100,-46.6875,-24.1245
Monjolos,MG,53.15,VIVO,"[-44.0595, -18.2835]",3142502,-44.0595,-18.2835
Monsenhor Gil,PI,89.43,VIVO,"[-42.6105, -5.5575]",2206407,-42.6105,-5.5575
Monsenhor Hipólito,PI,1.0,VIVO,"[-41.0355, -6.9975]",2206506,-41.0355,-6.9975
Monsenhor Paulo,MG,46.42,CLARO,"[-45.5355, -21.7575]",3142601,-45.5355,-21.7575
Monsenhor Tabosa,CE,44.78,VIVO,"[-39.9825, -4.9905]",2308609,-39.9825,-4.9905
Montadas,PB,27.8,VIVO,"[-35.9595, -7.0875]",2509503,-35.9595,-7.0875
Montalvânia,MG,22.23,VIVO,"[-44.3745, -14.4225]",3142700,-44.3745,-14.4225
Montanha,ES,51.8,VIVO,"[-40.2705, -18.1935]",3203502,-40.2705,-18.1935
Montanhas,RN,42.85,TIM,"[-35.2845, -6.4845]",2407708,-35.2845,-6.4845
Montauri,RS,36.260000000000005,VIVO,"[-52.0785, -28.6515]",4312351,-52.0785,-28.6515
Monte Alegre,PA,35.44,VIVO,"[-54.0855, -1.9935]",1504802,-54.0855,-1.9935
Monte Alegre,RN,73.58,VIVO,"[-35.3295, -6.0705]",2407807,-35.3295,-6.0705
Monte Alegre de Goiás,GO,42.33,VIVO,"[-46.8045, -13.1535]",5213509,-46.8045,-13.1535
Monte Alegre de Minas,MG,62.96,CLARO,"[-48.8835, -18.8775]",3142809,-48.8835,-18.8775
Monte Alegre de Sergipe,SE,24.94,VIVO,"[-37.5615, -10.0215]",2804201,-37.5615,-10.0215
Monte Alegre do Piauí,PI,74.89,VIVO,"[-45.3015, -9.7605]",2206605,-45.3015,-9.7605
Monte Alegre do Sul,SP,46.75,VIVO,"[-46.6785, -22.6755]",3531209,-46.6785,-22.6755
Monte Alegre dos Campos,RS,59.09,VIVO,"[-50.7825, -28.6875]",4312377,-50.7825,-28.6875
Monte Alto,SP,43.71,VIVO,"[-48.5235, -21.2715]",3531308,-48.5235,-21.2715
Monte Aprazível,SP,69.04,TIM,"[-49.7115, -20.7585]",3531407,-49.7115,-20.7585
Monte Azul,MG,39.04,VIVO,"[-42.8625, -15.1515]",3142908,-42.8625,-15.1515
Monte Azul Paulista,SP,64.94,VIVO,"[-48.6405, -20.9115]",3531506,-48.6405,-20.9115
Monte Belo,MG,83.34,CLARO,"[-46.3635, -21.3255]",3143005,-46.3635,-21.3255
Monte Belo do Sul,RS,30.96,CLARO,"[-51.6375, -29.1645]",4312385,-51.6375,-29.1645
Monte Carlo,SC,36.09,CLARO,"[-50.9805, -27.2205]",4211058,-50.9805,-27.2205
Monte Carmelo,MG,97.97,CLARO,"[-47.5155, -18.7425]",3143104,-47.5155,-18.7425
Monte Castelo,SC,59.86,VIVO,"[-50.2245, -26.4645]",4211108,-50.2245,-26.4645
Monte Castelo,SP,57.28,VIVO,"[-51.5655, -21.2985]",3531605,-51.5655,-21.2985
Monte Formoso,MG,18.62,VIVO,"[-41.2515, -16.8705]",3143153,-41.2515,-16.8705
Monte Horebe,PB,31.15,TIM,"[-38.5875, -7.2135]",2509602,-38.5875,-7.2135
Monte Mor,SP,68.75,VIVO,"[-47.3355, -22.9725]",3531803,-47.3355,-22.9725
Monte Negro,RO,38.83,CLARO,"[-63.3015, -10.2645]",1101401,-63.3015,-10.2645
Monte Santo,BA,65.81,VIVO,"[-39.3255, -10.4355]",2921500,-39.3255,-10.4355
Monte Santo de Minas,MG,59.37,VIVO,"[-46.9755, -21.1815]",3143203,-46.9755,-21.1815
Monte Santo do Tocantins,TO,22.6,CLARO,"[-48.9915, -10.0035]",1713700,-48.9915,-10.0035
Monte Sião,MG,76.055,VIVO,"[-46.5705, -22.4235]",3143401,-46.5705,-22.4235
Monte das Gameleiras,RN,18.77,VIVO,"[-35.7885, -6.4395]",2407906,-35.7885,-6.4395
Monte do Carmo,TO,52.61,CLARO,"[-48.1095, -10.7595]",1713601,-48.1095,-10.7595
Monteiro,PB,27.9,TIM,"[-37.1295, -7.8975]",2509701,-37.1295,-7.8975
Monteiro Lobato,SP,52.14,VIVO,"[-45.8415, -22.9545]",3531704,-45.8415,-22.9545
Montenegro,RS,64.77,CLARO,"[-51.5025, -29.6955]",4312401,-51.5025,-29.6955
Montes Altos,MA,53.49,CLARO,"[-47.0655, -5.8275]",2107001,-47.0655,-5.8275
Montes Claros,MG,42.91,CLARO,"[-43.8525, -16.6905]",3143302,-43.8525,-16.6905
Montes Claros de Goiás,GO,8.19,VIVO,"[-51.3945, -16.0065]",5213707,-51.3945,-16.0065
Montezuma,MG,24.33,VIVO,"[-42.5025, -15.1785]",3143450,-42.5025,-15.1785
Montividiu,GO,61.69,VIVO,"[-51.1695, -17.4465]",5213756,-51.1695,-17.4465
Montividiu do Norte,GO,3.13,TIM,"[-48.6855, -13.3515]",5213772,-48.6855,-13.3515
Monção,MA,48.63,CLARO,"[-45.2475, -3.4965]",2106904,-45.2475,-3.4965
Monções,SP,77.8,VIVO,"[-50.0895, -20.8485]",3531001,-50.0895,-20.8485
Morada Nova,CE,67.73,VIVO,"[-38.3805, -5.1075]",2308708,-38.3805,-5.1075
Morada Nova de Minas,MG,62.26,VIVO,"[-45.3645, -18.5985]",3143500,-45.3645,-18.5985
Moraújo,CE,82.7,CLARO,"[-40.6755, -3.4695]",2308807,-40.6755,-3.4695
Moreilândia,PE,20.21,VIVO,"[-39.4965, -7.5555]",2614303,-39.4965,-7.5555
Moreira Sales,PR,68.09,CLARO,"[-53.0145, -24.0525]",4116109,-53.0145,-24.0525
Moreno,PE,44.43,CLARO,"[-35.1855, -8.1135]",2609402,-35.1855,-8.1135
Mormaço,RS,45.54,VIVO,"[-52.6005, -28.6785]",4312427,-52.6005,-28.6785
Morpará,BA,63.35,CLARO,"[-43.2765, -11.5605]",2921609,-43.2765,-11.5605
Morretes,PR,65.89,CLARO,"[-48.8295, -25.4745]",4116208,-48.8295,-25.4745
Morrinhos,CE,41.15,CLARO,"[-40.1175, -3.2265]",2308906,-40.1175,-3.2265
Morrinhos,GO,80.72,CLARO,"[-49.1625, -17.6985]",5213806,-49.1625,-17.6985
Morrinhos do Sul,RS,42.58,CLARO,"[-49.9365, -29.3625]",4312443,-49.9365,-29.3625
Morro Agudo,SP,41.71,TIM,"[-48.0555, -20.7315]",3531902,-48.0555,-20.7315
Morro Cabeça no Tempo,PI,55.47,VIVO,"[-43.8975, -9.7245]",2206654,-43.8975,-9.7245
Morro Redondo,RS,46.39,TIM,"[-52.6275, -31.5675]",4312450,-52.6275,-31.5675
Morro Reuter,RS,48.2,VIVO,"[-51.0705, -29.5425]",4312476,-51.0705,-29.5425
Morro da Fumaça,SC,44.42,CLARO,"[-49.2345, -28.6065]",4211207,-49.2345,-28.6065
Morro da Garça,MG,3.8,VIVO,"[-44.5995, -18.5445]",3143609,-44.5995,-18.5445
Morro do Chapéu,BA,33.78,CLARO,"[-41.1615, -11.5515]",2921708,-41.1615,-11.5515
Morro do Chapéu do Piauí,PI,62.24,VIVO,"[-42.3045, -3.7395]",2206670,-42.3045,-3.7395
Morro do Pilar,MG,60.94,VIVO,"[-43.3755, -19.2195]",3143708,-43.3755,-19.2195
Morros,MA,42.0,CLARO,"[-44.0325, -2.8665]",2107100,-44.0325,-2.8665
Mortugaba,BA,3.64,TIM,"[-42.3675, -15.0345]",2921807,-42.3675,-15.0345
Morungaba,SP,60.42,CLARO,"[-46.7955, -22.9005]",3532009,-46.7955,-22.9005
Mossoró,RN,133.35333333333332,CLARO,"[-37.3455, -5.1885]",2408003,-37.3455,-5.1885
Mossâmedes,GO,38.68,TIM,"[-50.2155, -16.1235]",5213905,-50.2155,-16.1235
Mostardas,RS,49.57,VIVO,"[-50.9175, -31.0995]",4312500,-50.9175,-31.0995
Motuca,SP,75.67,VIVO,"[-48.1545, -21.5145]",3532058,-48.1545,-21.5145
Mozarlândia,GO,25.56,TIM,"[-50.5665, -14.7555]",5214002,-50.5665,-14.7555
Muaná,PA,23.7,VIVO,"[-49.2165, -1.5255]",1504901,-49.2165,-1.5255
Mucajaí,RR,44.38,CLARO,"[-60.9165, 2.4345]",1400308,-60.9165,2.4345
Mucambo,CE,28.9,CLARO,"[-40.7385, -3.9105]",2309003,-40.7385,-3.9105
Mucugê,BA,3.75,TIM,"[-41.5215, -13.1535]",2921906,-41.5215,-13.1535
Mucuri,BA,41.13,VIVO,"[-39.8565, -17.9955]",2922003,-39.8565,-17.9955
Mucurici,ES,49.47,VIVO,"[-40.5225, -18.0945]",3203601,-40.5225,-18.0945
Muitos Capões,RS,48.96,VIVO,"[-51.1965, -28.3275]",4312617,-51.1965,-28.3275
Muliterno,RS,47.23,VIVO,"[-51.7635, -28.3275]",4312625,-51.7635,-28.3275
Mulungu,CE,43.1,CLARO,"[-38.9925, -4.3065]",2309102,-38.9925,-4.3065
Mulungu,PB,25.53,CLARO,"[-35.4735, -7.0065]",2509800,-35.4735,-7.0065
Mulungu do Morro,BA,24.51,CLARO,"[-41.6385, -11.9745]",2922052,-41.6385,-11.9745
Mundo Novo,BA,31.13,VIVO,"[-40.4595, -11.8215]",2922102,-40.4595,-11.8215
Mundo Novo,GO,38.69,CLARO,"[-50.2785, -13.7745]",5214051,-50.2785,-13.7745
Mundo Novo,MS,60.16,VIVO,"[-54.2925, -23.9355]",5005681,-54.2925,-23.9355
Munhoz,MG,29.11,VIVO,"[-46.3815, -22.6485]",3143807,-46.3815,-22.6485
Munhoz de Melo,PR,13.36,TIM,"[-51.7725, -23.1435]",4116307,-51.7725,-23.1435
Muniz Ferreira,BA,3.29,TIM,"[-39.1095, -13.0005]",2922201,-39.1095,-13.0005
Muniz Freire,ES,52.7,VIVO,"[-41.3865, -20.3355]",3203700,-41.3865,-20.3355
Muqui,ES,67.27,VIVO,"[-41.2875, -20.8935]",3203809,-41.2875,-20.8935
Muquém de São Francisco,BA,32.71,VIVO,"[-43.2315, -12.1905]",2922250,-43.2315,-12.1905
Muriaé,MG,59.93,CLARO,"[-42.4035, -21.2625]",3143906,-42.4035,-21.2625
Muribeca,SE,55.23,VIVO,"[-36.9585, -10.4175]",2804300,-36.9585,-10.4175
Murici,AL,31.29,CLARO,"[-35.9325, -9.3105]",2705507,-35.9325,-9.3105
Murici dos Portelas,PI,60.19,VIVO,"[-42.0885, -3.3255]",2206696,-42.0885,-3.3255
Muricilândia,TO,70.98,CLARO,"[-48.6045, -7.1505]",1713957,-48.6045,-7.1505
Muritiba,BA,53.72,VIVO,"[-38.9925, -12.6225]",2922300,-38.9925,-12.6225
Murutinga do Sul,SP,79.03,CLARO,"[-51.2775, -20.9925]",3532108,-51.2775,-20.9925
Mutum,MG,51.61,CLARO,"[-41.4405, -19.8225]",3144003,-41.4405,-19.8225
Mutunópolis,GO,68.05,CLARO,"[-49.2795, -13.7295]",5214101,-49.2795,-13.7295
Mutuípe,BA,25.12,TIM,"[-39.5145, -13.2345]",2922409,-39.5145,-13.2345
Muzambinho,MG,39.18,VIVO,"[-46.5165, -21.3615]",3144102,-46.5165,-21.3615
Muçum,RS,53.16,VIVO,"[-51.8805, -29.1645]",4312609,-51.8805,-29.1645
Mário Campos,MG,51.5,CLARO,"[-44.1855, -20.0565]",3140159,-44.1855,-20.0565
Mâncio Lima,AC,84.02,CLARO,"[-72.9045, -7.6095]",1200336,-72.9045,-7.6095
Mãe d'Água,PB,27.9,VIVO,"[-37.4265, -7.2585]",2508703,-37.4265,-7.2585
Mãe do Rio,PA,52.02,VIVO,"[-47.5605, -2.0385]",1504059,-47.5605,-2.0385
Nacip Raydan,MG,13.53,VIVO,"[-42.2505, -18.4635]",3144201,-42.2505,-18.4635
Nantes,SP,87.47,VIVO,"[-51.2325, -22.6215]",3532157,-51.2325,-22.6215
Nanuque,MG,58.48,CLARO,"[-40.3695, -17.8335]",3144300,-40.3695,-17.8335
Naque,MG,100.28,CLARO,"[-42.3225, -19.2285]",3144359,-42.3225,-19.2285
Narandiba,SP,26.57,VIVO,"[-51.5205, -22.4055]",3532207,-51.5205,-22.4055
Natal,RN,262.6,CLARO,"[-35.2215, -5.8455]",2408102,-35.2215,-5.8455
Natalândia,MG,62.9,VIVO,"[-46.4985, -16.5105]",3144375,-46.4985,-16.5105
Natividade,RJ,40.62,VIVO,"[-41.9805, -21.0465]",3303104,-41.9805,-21.0465
Natividade,TO,51.69,CLARO,"[-47.7225, -11.6865]",1714203,-47.7225,-11.6865
Natividade da Serra,SP,43.13,VIVO,"[-45.4455, -23.3775]",3532306,-45.4455,-23.3775
